# Fix print output for fix writer
0	40.5	40.5	40.5	66430.125	2496.12330286503	-13439.9999526017	155.0733959565	-13284.9265566452	300.000000000001
0.5	40.5957506905004	40.5957506905004	40.5957506905004	66902.4050238006	-1630.91722352433	-13360.2513947419	79.1922445681016	-13281.0591501738	153.202767140631
1	40.557813524757	40.557813524757	40.557813524757	66715.0171972268	781.223028672838	-13362.9952522716	87.4028193196168	-13275.592432952	169.086680756255
1.5	40.5802740353084	40.5802740353084	40.5802740353084	66825.9169128937	-344.033748374252	-13355.2586912692	85.4684610612399	-13269.790230208	165.344533536652
2	40.5736326494876	40.5736326494876	40.5736326494876	66793.1120038842	85.1193576565057	-13355.9189610752	92.0175254693802	-13263.9014356058	178.014142726053
2.5	40.5818107120929	40.5818107120929	40.5818107120929	66833.5088076923	-85.5528646358035	-13350.1715646831	92.2068206240815	-13257.964744059	178.380347038921
3	40.5805646032379	40.5805646032379	40.5805646032379	66827.3524089183	221.195241308693	-13346.4578438342	94.4520052323978	-13252.0058386018	182.723808909607
3.5	40.5864243722555	40.5864243722555	40.5864243722555	66856.3058797075	-30.1828894774741	-13344.0412278148	97.9889367304434	-13246.0522910844	189.566242731791
4	40.5882801984044	40.5882801984044	40.5882801984044	66865.4773716027	27.9979261274168	-13340.5331591612	100.407565189017	-13240.1255939722	194.245243492023
4.5	40.5941770336663	40.5941770336663	40.5941770336663	66894.6250953103	-98.9631438123918	-13335.9583902919	101.746169760365	-13234.2122205315	196.834864806029
5	40.5919544063491	40.5919544063491	40.5919544063491	66883.637779534	190.720851081042	-13335.4525770682	107.094948545693	-13228.3576285225	207.182440066769
5.5	40.6048154490147	40.6048154490147	40.6048154490147	66947.2316050907	-438.183710435378	-13333.2744863694	110.701427058959	-13222.5730593105	214.159417305878
6	40.5958163867142	40.5958163867142	40.5958163867142	66902.7298293586	323.547733010045	-13329.0022220364	112.140109559627	-13216.8621124768	216.942646160436
6.5	40.6074254461974	40.6074254461974	40.6074254461974	66960.1421416082	-153.89057251865	-13324.8789096186	113.627265318145	-13211.2516443005	219.819649819274
7	40.6035550831492	40.6035550831492	40.6035550831492	66940.9977100079	330.746742085253	-13320.5625833072	114.807594735656	-13205.7549885715	222.10307711555
7.5	40.6111318141383	40.6111318141383	40.6111318141383	66978.4788059638	8.39701259767292	-13320.2153108531	119.838017583372	-13200.3772932697	231.834771227274
8	40.6111833911055	40.6111833911055	40.6111833911055	66978.733998398	105.804336344934	-13316.2557350377	121.10141528366	-13195.154319754	234.278899749439
8.5	40.618986816807	40.618986816807	40.618986816807	67017.3512437046	-232.363613134967	-13317.3185434815	127.23294562699	-13190.0855978545	246.140760977494
9	40.6186498038819	40.6186498038819	40.6186498038819	67015.6831425563	21.9249437573409	-13313.9808582283	128.79445337241	-13185.1864048559	249.161603596799
9.5	40.620670136969	40.620670136969	40.620670136969	67025.6835293597	145.509817205122	-13310.0825577563	129.615276320071	-13180.4672814362	250.749541249028
10	40.6259115329448	40.6259115329448	40.6259115329448	67051.6323981702	14.875925953539	-13307.4804501948	131.536548239938	-13175.9439019549	254.4663720594
10.5	40.6264272723592	40.6264272723592	40.6264272723592	67054.186059663	17.4718835164801	-13305.5668963859	133.951475031749	-13171.6154213542	259.138211694269
11	40.6295855563611	40.6295855563611	40.6295855563611	67069.8255811131	30.6603980800051	-13302.9264985926	135.420371524309	-13167.5061270682	261.979891564951
11.5	40.6308478146407	40.6308478146407	40.6308478146407	67076.076843956	25.0156810991045	-13302.491340707	138.879052089073	-13163.612288618	268.670943650509
12	40.6318037226006	40.6318037226006	40.6318037226006	67080.811182597	2.70674903753358	-13301.4138690839	141.475321222678	-13159.9385478612	273.693602342398
12.5	40.6360653414099	40.6360653414099	40.6360653414099	67101.9204717476	-123.441901788634	-13300.7116331997	144.216238108036	-13156.4953950917	278.996091918611
13	40.6361400637734	40.6361400637734	40.6361400637734	67102.2906372597	51.6577036469466	-13297.9925514435	144.712378877314	-13153.2801725662	279.955909880069
13.5	40.6378022296501	40.6378022296501	40.6378022296501	67110.5251570613	53.7714195414171	-13296.6077091162	146.320344861642	-13150.2873642545	283.066629112875
14	40.6399796612063	40.6399796612063	40.6399796612063	67121.3133688099	-88.3331179826658	-13296.4888400985	148.965475194506	-13147.523364904	288.183813108006
14.5	40.6396829253338	40.6396829253338	40.6396829253338	67119.8431055695	-41.2485180380832	-13293.3954471325	148.410710932555	-13144.9847362	287.110584024715
15	40.6454060793578	40.6454060793578	40.6454060793578	67148.2039050518	-119.865893215479	-13290.3043014958	147.634521562406	-13142.6697799334	285.608993054784
15.5	40.6424921925922	40.6424921925922	40.6424921925922	67133.7632888944	57.8154329614492	-13291.3716040545	150.792665763947	-13140.5789382905	291.718637166326
16	40.6464824991104	40.6464824991104	40.6464824991104	67153.5389409798	-54.3214982733207	-13288.1346259283	149.459877776642	-13138.6747481516	289.140268428571
16.5	40.6456088654525	40.6456088654525	40.6456088654525	67149.2089477826	29.1350407809416	-13288.3141047876	151.326705069094	-13136.9873997185	292.75177241532
17	40.6485460687495	40.6485460687495	40.6485460687495	67163.7673566537	45.81769371691	-13286.1389027759	150.650645496605	-13135.4882572793	291.443889328762
17.5	40.6475523727524	40.6475523727524	40.6475523727524	67158.8418125662	99.5675939954612	-13286.2372669093	152.062915361677	-13134.1743515477	294.17602114872
18	40.6473010544435	40.6473010544435	40.6473010544435	67157.5961182102	23.0078194807111	-13285.9132586049	152.854582705319	-13133.0586758995	295.707555307932
18.5	40.6502378705071	40.6502378705071	40.6502378705071	67172.1538196345	-57.9802550284513	-13285.664061679	153.522451907551	-13132.1416097715	296.99959356784
19	40.648783234446	40.648783234446	40.648783234446	67164.9429732113	-47.1452962729755	-13285.5971454601	154.192701414965	-13131.4044440452	298.296236689531
19.5	40.651479098353	40.651479098353	40.651479098353	67178.3071779916	-100.495803224234	-13285.2893078155	154.471672824213	-13130.8176349913	298.835925797763
20	40.6514718901777	40.6514718901777	40.6514718901777	67178.2714425447	10.4681700495945	-13283.6648057569	153.27068137261	-13130.3941243843	296.512526395445
20.5	40.6449834379597	40.6449834379597	40.6449834379597	67146.1092538907	426.453567374724	-13284.6273319345	154.520913134174	-13130.1064188003	298.931184516367
21	40.6530150354676	40.6530150354676	40.6530150354676	67185.9220709415	-173.528056874716	-13285.8208221359	155.902557982897	-13129.918264153	301.604070165517
21.5	40.6459326341998	40.6459326341998	40.6459326341998	67150.8136221161	372.755685436524	-13282.8727858078	153.042304110375	-13129.8304816975	296.070715095396
22	40.651249984096	40.651249984096	40.651249984096	67177.1713210786	-132.354186448533	-13286.2487066097	156.467303826774	-13129.7814027829	302.696609295894
22.5	40.6495506757363	40.6495506757363	40.6495506757363	67168.7472290513	48.9072866666272	-13283.8380512548	154.058587818323	-13129.7794634365	298.036784842587
23	40.6489613409777	40.6489613409777	40.6489613409777	67165.8258459451	42.5925933808125	-13286.0716782727	156.262737645534	-13129.8089406271	302.300862146659
23.5	40.6500317535058	40.6500317535058	40.6500317535058	67171.1320357453	44.9617415746652	-13283.4204117919	153.595330585626	-13129.8250812063	297.140582312477
24	40.651207778964	40.651207778964	40.651207778964	67176.9620862994	-87.7946156697719	-13286.1453328032	156.294869192163	-13129.850463611	302.363022802453
